Setting,Accuracy,Precision,Recall,F1,ROC-AUC,MCC,Specificity
Cleveland internal CV (8-feature),0.7275 ± 0.0783,0.6932 ± 0.0973,0.8041 ± 0.0996,0.7333 ± 0.0463,0.8400 ± 0.0379,0.4819 ± 0.1210,0.6622 ± 0.2007
